county_fips,county_name,year,series,value,cv_pct
27025,Chisago,2022,soy_harv_acres,23000,.4
27025,Chisago,2022,soy_planted_acres,23200,.2
27025,Chisago,2022,soy_yield_buac,43.2,4.6
27025,Chisago,2023,corn_grain_harv_acres,25900,.1
27025,Chisago,2023,corn_grain_yield_buac,155.4,5.6
27025,Chisago,2023,corn_planted_acres,26400,.2
27025,Chisago,2023,corn_silage_harv_acres,420,4
27025,Chisago,2023,corn_silage_yield_tonac,12.5,8.800000000000001
27025,Chisago,2023,soy_harv_acres,21800,.6
27025,Chisago,2023,soy_planted_acres,22000,.4
27025,Chisago,2023,soy_yield_buac,40.3,5.5
27027,Clay,2011,corn_grain_harv_acres,113500,
27027,Clay,2011,corn_grain_yield_buac,113.6,
27027,Clay,2011,corn_planted_acres,117000,
27027,Clay,2011,soy_harv_acres,178700,
27027,Clay,2011,soy_planted_acres,179500,
27027,Clay,2011,soy_yield_buac,33.5,
27027,Clay,2011,swheat_harv_acres,84900,
27027,Clay,2011,swheat_planted_acres,87500,
27027,Clay,2011,swheat_yield_buac,41.3,
27027,Clay,2012,corn_grain_harv_acres,141000,
27027,Clay,2012,corn_grain_yield_buac,148.4,
27027,Clay,2012,corn_planted_acres,144000,
27027,Clay,2012,corn_silage_harv_acres,2610,
27027,Clay,2012,corn_silage_yield_tonac,16.5,
27027,Clay,2012,soy_harv_acres,179400,
27027,Clay,2012,soy_planted_acres,180500,
27027,Clay,2012,soy_yield_buac,37,
27027,Clay,2012,swheat_harv_acres,68900,
27027,Clay,2012,swheat_planted_acres,70900,
27027,Clay,2012,swheat_yield_buac,58.4,
27027,Clay,2013,corn_grain_harv_acres,145700,
27027,Clay,2013,corn_grain_yield_buac,138.2,
27027,Clay,2013,corn_planted_acres,158000,
27027,Clay,2013,soy_harv_acres,179200,
27027,Clay,2013,soy_planted_acres,181500,
27027,Clay,2013,soy_yield_buac,36.1,
27027,Clay,2013,swheat_harv_acres,59800,
27027,Clay,2013,swheat_planted_acres,62100,
27027,Clay,2013,swheat_yield_buac,58.7,
27027,Clay,2014,corn_grain_harv_acres,108000,
27027,Clay,2014,corn_grain_yield_buac,131.4,
27027,Clay,2014,corn_planted_acres,110000,
27027,Clay,2014,corn_silage_harv_acres,1790,
27027,Clay,2014,corn_silage_yield_tonac,15.5,
27027,Clay,2014,soy_harv_acres,206000,
27027,Clay,2014,soy_planted_acres,207000,
27027,Clay,2014,soy_yield_buac,35.2,
27027,Clay,2014,swheat_harv_acres,52800,
27027,Clay,2014,swheat_planted_acres,55900,
27027,Clay,2014,swheat_yield_buac,54.5,
27027,Clay,2015,corn_grain_harv_acres,116300,
27027,Clay,2015,corn_grain_yield_buac,156.5,
27027,Clay,2015,corn_planted_acres,119500,
27027,Clay,2015,corn_silage_harv_acres,530,
27027,Clay,2015,corn_silage_yield_tonac,14,
27027,Clay,2015,soy_harv_acres,181000,
27027,Clay,2015,soy_planted_acres,182000,
27027,Clay,2015,soy_yield_buac,40.6,
27027,Clay,2016,corn_grain_harv_acres,135000,
27027,Clay,2016,corn_grain_yield_buac,181.7,
27027,Clay,2016,corn_planted_acres,140500,
27027,Clay,2016,corn_silage_harv_acres,3400,
27027,Clay,2016,corn_silage_yield_tonac,17,
27027,Clay,2016,soy_harv_acres,171500,
27027,Clay,2016,soy_planted_acres,173000,
27027,Clay,2016,soy_yield_buac,44,
27027,Clay,2016,swheat_harv_acres,68800,
27027,Clay,2016,swheat_planted_acres,71200,
27027,Clay,2016,swheat_yield_buac,60.2,
27027,Clay,2017,corn_grain_harv_acres,140300,
27027,Clay,2017,corn_grain_yield_buac,165.9,
27027,Clay,2017,corn_planted_acres,142000,
27027,Clay,2017,soy_harv_acres,188300,
27027,Clay,2017,soy_planted_acres,189500,
27027,Clay,2017,soy_yield_buac,41.1,
27027,Clay,2017,swheat_harv_acres,56900,
27027,Clay,2017,swheat_planted_acres,58400,
27027,Clay,2017,swheat_yield_buac,68.90000000000001,
27027,Clay,2018,corn_grain_harv_acres,135600,
27027,Clay,2018,corn_grain_yield_buac,184.6,
27027,Clay,2018,corn_planted_acres,136500,
27027,Clay,2018,soy_harv_acres,183100,
27027,Clay,2018,soy_planted_acres,184500,
27027,Clay,2018,soy_yield_buac,45.6,
27027,Clay,2019,corn_grain_harv_acres,152300,
27027,Clay,2019,corn_grain_yield_buac,165.8,
27027,Clay,2019,corn_planted_acres,157000,
27027,Clay,2019,soy_harv_acres,164500,
27027,Clay,2019,soy_planted_acres,165500,
27027,Clay,2019,soy_yield_buac,38.8,
27027,Clay,2019,swheat_harv_acres,71900,
27027,Clay,2019,swheat_planted_acres,74500,
27027,Clay,2019,swheat_yield_buac,50,
27027,Clay,2020,corn_grain_harv_acres,105700,.8
27027,Clay,2020,corn_grain_yield_buac,165.8,2.3
27027,Clay,2020,corn_planted_acres,108000,.5
27027,Clay,2020,soy_harv_acres,182400,.6
27027,Clay,2020,soy_planted_acres,184000,.3
27027,Clay,2020,soy_yield_buac,40,2.6
27027,Clay,2020,swheat_harv_acres,64000,1.2
27027,Clay,2020,swheat_planted_acres,67400,0
27027,Clay,2020,swheat_yield_buac,61.5,4.3
27027,Clay,2021,corn_grain_harv_acres,152900,.6
27027,Clay,2021,corn_grain_yield_buac,155.6,2.6
27027,Clay,2021,corn_planted_acres,160500,.2
27027,Clay,2021,soy_harv_acres,179600,.6
27027,Clay,2021,soy_planted_acres,181000,.1
27027,Clay,2021,soy_yield_buac,42.4,3.2
27027,Clay,2021,swheat_harv_acres,55400,1.2
27027,Clay,2021,swheat_planted_acres,57700,0
27027,Clay,2021,swheat_yield_buac,58.9,8.300000000000001
27027,Clay,2022,swheat_harv_acres,67100,.7
27027,Clay,2022,swheat_planted_acres,69400,.3
27027,Clay,2022,swheat_yield_buac,63,4.4
27027,Clay,2023,corn_grain_harv_acres,166600,.1
27027,Clay,2023,corn_grain_yield_buac,161,1.3
27027,Clay,2023,corn_planted_acres,167000,.7
27027,Clay,2023,corn_silage_harv_acres,370,29.3
27027,Clay,2023,corn_silage_yield_tonac,21,8.800000000000001
27027,Clay,2023,soy_harv_acres,167500,.5
27027,Clay,2023,soy_planted_acres,169000,.1
27027,Clay,2023,soy_yield_buac,40.2,3
27027,Clay,2023,swheat_harv_acres,57400,.5
27027,Clay,2023,swheat_planted_acres,59100,0
27027,Clay,2023,swheat_yield_buac,60.3,5.9
27029,Clearwater,2011,corn_grain_harv_acres,2400,
27029,Clearwater,2011,corn_grain_yield_buac,104.2,
27029,Clearwater,2011,corn_planted_acres,4000,
27029,Clearwater,2011,corn_silage_harv_acres,1320,
27029,Clearwater,2011,corn_silage_yield_tonac,13,
27029,Clearwater,2011,soy_harv_acres,12800,
27029,Clearwater,2011,soy_planted_acres,13000,
27029,Clearwater,2011,soy_yield_buac,29.9,
27029,Clearwater,2012,corn_grain_harv_acres,3800,
27029,Clearwater,2012,corn_grain_yield_buac,105,
27029,Clearwater,2012,corn_planted_acres,5000,
27029,Clearwater,2012,corn_silage_harv_acres,1110,
27029,Clearwater,2012,corn_silage_yield_tonac,14,
27029,Clearwater,2012,swheat_harv_acres,5300,
27029,Clearwater,2012,swheat_planted_acres,5600,
27029,Clearwater,2012,swheat_yield_buac,49.4,
27029,Clearwater,2013,soy_harv_acres,18400,
27029,Clearwater,2013,soy_planted_acres,18600,
27029,Clearwater,2013,soy_yield_buac,27.8,
27029,Clearwater,2014,swheat_harv_acres,6500,
27029,Clearwater,2014,swheat_planted_acres,7100,
27029,Clearwater,2014,swheat_yield_buac,48.9,
27029,Clearwater,2015,swheat_harv_acres,7600,
27029,Clearwater,2015,swheat_planted_acres,7800,
27029,Clearwater,2015,swheat_yield_buac,54.7,
27029,Clearwater,2016,soy_harv_acres,20200,
27029,Clearwater,2016,soy_planted_acres,20400,
27029,Clearwater,2016,soy_yield_buac,42.8,
27029,Clearwater,2016,swheat_harv_acres,6500,
27029,Clearwater,2016,swheat_planted_acres,6800,
27029,Clearwater,2016,swheat_yield_buac,56.5,
27029,Clearwater,2017,corn_silage_harv_acres,1720,
27029,Clearwater,2017,corn_silage_yield_tonac,14,
27029,Clearwater,2017,soy_harv_acres,22700,
27029,Clearwater,2017,soy_planted_acres,23000,
27029,Clearwater,2017,soy_yield_buac,32.4,
27029,Clearwater,2017,swheat_harv_acres,6900,
27029,Clearwater,2017,swheat_planted_acres,7100,
27029,Clearwater,2017,swheat_yield_buac,55.9,
27029,Clearwater,2018,soy_harv_acres,24000,
27029,Clearwater,2018,soy_planted_acres,24200,
27029,Clearwater,2018,soy_yield_buac,39.3,
27029,Clearwater,2019,corn_grain_harv_acres,5600,
27029,Clearwater,2019,corn_grain_yield_buac,173.8,
27029,Clearwater,2019,corn_planted_acres,7000,
27029,Clearwater,2019,corn_silage_harv_acres,1360,
27029,Clearwater,2019,corn_silage_yield_tonac,19,
27029,Clearwater,2019,soy_harv_acres,20800,
27029,Clearwater,2019,soy_planted_acres,21100,
27029,Clearwater,2019,soy_yield_buac,40.2,
27029,Clearwater,2020,corn_grain_harv_acres,6280,1.4
27029,Clearwater,2020,corn_grain_yield_buac,153.8,5.1
27029,Clearwater,2020,corn_planted_acres,7200,1.2
27029,Clearwater,2020,corn_silage_harv_acres,860,1.9
27029,Clearwater,2020,corn_silage_yield_tonac,19,8.800000000000001
27029,Clearwater,2020,soy_harv_acres,21300,.9
27029,Clearwater,2020,soy_planted_acres,21500,.8
27029,Clearwater,2020,soy_yield_buac,43.7,2.6
27029,Clearwater,2021,corn_grain_harv_acres,6830,4
27029,Clearwater,2021,corn_grain_yield_buac,99,6.5
27029,Clearwater,2021,corn_planted_acres,8600,2.5
27029,Clearwater,2021,corn_silage_harv_acres,1290,11.3
27029,Clearwater,2021,corn_silage_yield_tonac,11,13.1
27029,Clearwater,2021,soy_harv_acres,25200,1.4
27029,Clearwater,2021,soy_planted_acres,25800,1.3
27029,Clearwater,2021,soy_yield_buac,24.3,7.5
27029,Clearwater,2022,soy_harv_acres,22300,.4
27029,Clearwater,2022,soy_planted_acres,22500,.2
27029,Clearwater,2022,soy_yield_buac,36.1,5.8
27029,Clearwater,2023,soy_harv_acres,21700,2.4
27029,Clearwater,2023,soy_planted_acres,21900,2.3
27029,Clearwater,2023,soy_yield_buac,42.1,3.9
27033,Cottonwood,2011,corn_grain_harv_acres,175100,
27033,Cottonwood,2011,corn_grain_yield_buac,164.4,
27033,Cottonwood,2011,corn_planted_acres,178000,
27033,Cottonwood,2011,soy_harv_acres,147300,
27033,Cottonwood,2011,soy_planted_acres,148000,
27033,Cottonwood,2011,soy_yield_buac,44.1,
27033,Cottonwood,2011,swheat_harv_acres,1260,
27033,Cottonwood,2011,swheat_planted_acres,1300,
27033,Cottonwood,2011,swheat_yield_buac,36,
27033,Cottonwood,2012,corn_grain_harv_acres,175000,
27033,Cottonwood,2012,corn_grain_yield_buac,156.7,
27033,Cottonwood,2012,corn_planted_acres,177000,
27033,Cottonwood,2012,corn_silage_harv_acres,1130,
27033,Cottonwood,2012,corn_silage_yield_tonac,20.5,
27033,Cottonwood,2012,soy_harv_acres,150500,
27033,Cottonwood,2012,soy_planted_acres,151500,
27033,Cottonwood,2012,soy_yield_buac,44.4,
27033,Cottonwood,2012,swheat_harv_acres,1080,
27033,Cottonwood,2012,swheat_planted_acres,1100,
27033,Cottonwood,2012,swheat_yield_buac,41,
27033,Cottonwood,2013,corn_grain_harv_acres,181700,
27033,Cottonwood,2013,corn_grain_yield_buac,170.5,
27033,Cottonwood,2013,corn_planted_acres,184500,
27033,Cottonwood,2013,corn_silage_harv_acres,900,
27033,Cottonwood,2013,corn_silage_yield_tonac,21,
27033,Cottonwood,2013,soy_harv_acres,143100,
27033,Cottonwood,2013,soy_planted_acres,144500,
27033,Cottonwood,2013,soy_yield_buac,49.5,
27033,Cottonwood,2013,swheat_harv_acres,1100,
27033,Cottonwood,2013,swheat_planted_acres,1100,
27033,Cottonwood,2013,swheat_yield_buac,44.5,
27033,Cottonwood,2014,corn_grain_harv_acres,173400,
27033,Cottonwood,2014,corn_grain_yield_buac,175.7,
27033,Cottonwood,2014,corn_planted_acres,180000,
27033,Cottonwood,2014,soy_harv_acres,162300,
27033,Cottonwood,2014,soy_planted_acres,163500,
27033,Cottonwood,2014,soy_yield_buac,50.5,
27033,Cottonwood,2015,corn_grain_harv_acres,180200,
27033,Cottonwood,2015,corn_grain_yield_buac,199.5,
27033,Cottonwood,2015,corn_planted_acres,183500,
27033,Cottonwood,2015,soy_harv_acres,157600,
27033,Cottonwood,2015,soy_planted_acres,158500,
27033,Cottonwood,2015,soy_yield_buac,56.8,
27033,Cottonwood,2016,corn_grain_harv_acres,177200,
27033,Cottonwood,2016,corn_grain_yield_buac,200.3,
27033,Cottonwood,2016,corn_planted_acres,180000,
27033,Cottonwood,2016,soy_harv_acres,155500,
27033,Cottonwood,2016,soy_planted_acres,156500,
27033,Cottonwood,2016,soy_yield_buac,59.3,
27033,Cottonwood,2017,corn_grain_harv_acres,176000,
27033,Cottonwood,2017,corn_grain_yield_buac,207.5,
27033,Cottonwood,2017,corn_planted_acres,178000,
27033,Cottonwood,2017,corn_silage_harv_acres,1720,
27033,Cottonwood,2017,corn_silage_yield_tonac,20,
27033,Cottonwood,2017,soy_harv_acres,162500,
27033,Cottonwood,2017,soy_planted_acres,163500,
27033,Cottonwood,2017,soy_yield_buac,56.5,
27033,Cottonwood,2018,corn_grain_harv_acres,162100,
27033,Cottonwood,2018,corn_grain_yield_buac,173.7,
27033,Cottonwood,2018,corn_planted_acres,165500,
27033,Cottonwood,2018,corn_silage_harv_acres,1270,
27033,Cottonwood,2018,corn_silage_yield_tonac,14.5,
27033,Cottonwood,2018,soy_harv_acres,152200,
27033,Cottonwood,2018,soy_planted_acres,154500,
27033,Cottonwood,2018,soy_yield_buac,51.8,
27033,Cottonwood,2019,corn_grain_harv_acres,156700,
27033,Cottonwood,2019,corn_grain_yield_buac,156,
27033,Cottonwood,2019,corn_planted_acres,168500,
27033,Cottonwood,2019,soy_harv_acres,141100,
27033,Cottonwood,2019,soy_planted_acres,142500,
27033,Cottonwood,2019,soy_yield_buac,47.3,
27033,Cottonwood,2020,corn_grain_harv_acres,166500,.7
27033,Cottonwood,2020,corn_grain_yield_buac,204.1,2.1
27033,Cottonwood,2020,corn_planted_acres,170500,.3
27033,Cottonwood,2020,soy_harv_acres,151200,.5
27033,Cottonwood,2020,soy_planted_acres,152500,.2
27033,Cottonwood,2020,soy_yield_buac,59,1.7
27033,Cottonwood,2020,swheat_harv_acres,1810,1.3
27033,Cottonwood,2020,swheat_planted_acres,1900,.1
27033,Cottonwood,2020,swheat_yield_buac,49.3,8.800000000000001
27033,Cottonwood,2021,corn_grain_harv_acres,163500,1
27033,Cottonwood,2021,corn_grain_yield_buac,193.8,2.2
27033,Cottonwood,2021,corn_planted_acres,170500,.7
27033,Cottonwood,2021,soy_harv_acres,148700,.9
27033,Cottonwood,2021,soy_planted_acres,150000,.6
27033,Cottonwood,2021,soy_yield_buac,56.2,2.5
27033,Cottonwood,2021,swheat_harv_acres,860,1.3
27033,Cottonwood,2021,swheat_planted_acres,900,0
27033,Cottonwood,2021,swheat_yield_buac,57.8,7
27033,Cottonwood,2022,corn_grain_harv_acres,165000,.9
27033,Cottonwood,2022,corn_grain_yield_buac,213.4,1.4
27033,Cottonwood,2022,corn_planted_acres,168500,.6
27033,Cottonwood,2022,soy_harv_acres,151300,.4
27033,Cottonwood,2022,soy_planted_acres,152500,.2
27033,Cottonwood,2022,soy_yield_buac,53.1,3.6
27033,Cottonwood,2022,swheat_harv_acres,970,.8
27033,Cottonwood,2022,swheat_planted_acres,1000,.4
27033,Cottonwood,2022,swheat_yield_buac,51.9,9.199999999999999
27033,Cottonwood,2023,corn_grain_harv_acres,172900,.1
27033,Cottonwood,2023,corn_grain_yield_buac,202.6,.9
27033,Cottonwood,2023,corn_planted_acres,173500,1.5
27033,Cottonwood,2023,corn_silage_harv_acres,400,6.2
27033,Cottonwood,2023,corn_silage_yield_tonac,20,6.2
27033,Cottonwood,2023,soy_harv_acres,146600,.7
27033,Cottonwood,2023,soy_planted_acres,148000,.3
27033,Cottonwood,2023,soy_yield_buac,54.8,1.8
27033,Cottonwood,2023,swheat_harv_acres,470,.4
27033,Cottonwood,2023,swheat_planted_acres,500,.1
27033,Cottonwood,2023,swheat_yield_buac,58.1,12.1
27035,Crow Wing,2011,corn_grain_harv_acres,8000,
27035,Crow Wing,2011,corn_grain_yield_buac,107.6,
27035,Crow Wing,2011,corn_planted_acres,9900,
27035,Crow Wing,2011,corn_silage_harv_acres,1270,
27035,Crow Wing,2011,corn_silage_yield_tonac,12,
27035,Crow Wing,2013,corn_silage_harv_acres,2350,
27035,Crow Wing,2013,corn_silage_yield_tonac,6.6,
27035,Crow Wing,2014,corn_silage_harv_acres,4050,
27035,Crow Wing,2014,corn_silage_yield_tonac,8.699999999999999,
27035,Crow Wing,2014,soy_harv_acres,4020,
27035,Crow Wing,2014,soy_planted_acres,4100,
27035,Crow Wing,2014,soy_yield_buac,28.1,
27035,Crow Wing,2015,corn_grain_harv_acres,8450,
27035,Crow Wing,2015,corn_grain_yield_buac,114.9,
27035,Crow Wing,2015,corn_planted_acres,10400,
27035,Crow Wing,2015,corn_silage_harv_acres,1850,
27035,Crow Wing,2015,corn_silage_yield_tonac,17,
27035,Crow Wing,2016,corn_grain_harv_acres,7600,
27035,Crow Wing,2016,corn_grain_yield_buac,129.5,
27035,Crow Wing,2016,corn_planted_acres,10200,
27035,Crow Wing,2016,corn_silage_harv_acres,2280,
27035,Crow Wing,2016,corn_silage_yield_tonac,15,
27035,Crow Wing,2017,corn_grain_harv_acres,7010,
27035,Crow Wing,2017,corn_grain_yield_buac,147.6,
27035,Crow Wing,2017,corn_planted_acres,8200,
27035,Crow Wing,2017,corn_silage_harv_acres,750,
27035,Crow Wing,2017,corn_silage_yield_tonac,10.5,
27035,Crow Wing,2017,soy_harv_acres,4160,
27035,Crow Wing,2017,soy_planted_acres,4200,
27035,Crow Wing,2017,soy_yield_buac,40.9,
27035,Crow Wing,2020,corn_grain_harv_acres,6580,1
27035,Crow Wing,2020,corn_grain_yield_buac,145.4,8.300000000000001
27035,Crow Wing,2020,corn_planted_acres,8900,.8
27035,Crow Wing,2020,soy_harv_acres,3870,2.3
27035,Crow Wing,2020,soy_planted_acres,3900,2.3
27035,Crow Wing,2020,soy_yield_buac,38.8,7
27035,Crow Wing,2021,corn_grain_harv_acres,7540,1.3
27035,Crow Wing,2021,corn_grain_yield_buac,95.2,9.5
27035,Crow Wing,2021,corn_planted_acres,10100,1.1
27035,Crow Wing,2021,soy_harv_acres,4050,1.6
27035,Crow Wing,2021,soy_planted_acres,4100,1.6
27035,Crow Wing,2021,soy_yield_buac,20.6,13.1
27035,Crow Wing,2022,corn_grain_harv_acres,9550,.6
27035,Crow Wing,2022,corn_grain_yield_buac,151.8,4.8
27035,Crow Wing,2022,corn_planted_acres,10200,.3
27035,Crow Wing,2022,soy_harv_acres,2980,.9
27035,Crow Wing,2022,soy_planted_acres,3000,.9
27035,Crow Wing,2022,soy_yield_buac,27.8,4.6
27035,Crow Wing,2023,corn_grain_harv_acres,8000,.5
27035,Crow Wing,2023,corn_grain_yield_buac,128.3,11
27035,Crow Wing,2023,corn_planted_acres,10900,.4
27035,Crow Wing,2023,soy_harv_acres,3470,1.9
27035,Crow Wing,2023,soy_planted_acres,3800,1.9
27035,Crow Wing,2023,soy_yield_buac,27.2,12.5
27037,Dakota,2011,corn_grain_harv_acres,85000,
27037,Dakota,2011,corn_grain_yield_buac,174.1,
27037,Dakota,2011,corn_planted_acres,88100,
27037,Dakota,2011,soy_harv_acres,47500,
27037,Dakota,2011,soy_planted_acres,48000,
27037,Dakota,2011,soy_yield_buac,42,
27037,Dakota,2012,corn_grain_harv_acres,80700,
27037,Dakota,2012,corn_grain_yield_buac,171,
27037,Dakota,2012,corn_planted_acres,92200,
27037,Dakota,2012,soy_harv_acres,43800,
27037,Dakota,2012,soy_planted_acres,44400,
27037,Dakota,2012,soy_yield_buac,44.2,
27037,Dakota,2013,corn_grain_harv_acres,74200,
27037,Dakota,2013,corn_grain_yield_buac,158,
27037,Dakota,2013,corn_planted_acres,83500,
27037,Dakota,2013,soy_harv_acres,42200,
27037,Dakota,2013,soy_planted_acres,42600,
27037,Dakota,2013,soy_yield_buac,38.8,
27037,Dakota,2014,corn_grain_harv_acres,91000,
27037,Dakota,2014,corn_grain_yield_buac,168.5,
27037,Dakota,2014,corn_planted_acres,94200,
27037,Dakota,2014,corn_silage_harv_acres,3050,
27037,Dakota,2014,corn_silage_yield_tonac,23.5,
27037,Dakota,2014,soy_harv_acres,44000,
27037,Dakota,2014,soy_planted_acres,44400,
27037,Dakota,2014,soy_yield_buac,46.2,
27037,Dakota,2015,corn_grain_harv_acres,86400,
27037,Dakota,2015,corn_grain_yield_buac,199.5,
27037,Dakota,2015,corn_planted_acres,89000,
27037,Dakota,2015,soy_harv_acres,47300,
27037,Dakota,2015,soy_planted_acres,47800,
27037,Dakota,2015,soy_yield_buac,53.9,
27037,Dakota,2016,corn_grain_harv_acres,89100,
27037,Dakota,2016,corn_grain_yield_buac,195.9,
27037,Dakota,2016,corn_planted_acres,92300,
27037,Dakota,2016,soy_harv_acres,48000,
27037,Dakota,2016,soy_planted_acres,48300,
27037,Dakota,2016,soy_yield_buac,58.3,
27037,Dakota,2017,corn_grain_harv_acres,87300,
27037,Dakota,2017,corn_grain_yield_buac,201.9,
27037,Dakota,2017,corn_planted_acres,89700,
27037,Dakota,2017,soy_harv_acres,53400,
27037,Dakota,2017,soy_planted_acres,53800,
27037,Dakota,2017,soy_yield_buac,52.5,
27037,Dakota,2018,corn_grain_harv_acres,81000,
27037,Dakota,2018,corn_grain_yield_buac,195.2,
27037,Dakota,2018,corn_planted_acres,83700,
27037,Dakota,2018,soy_harv_acres,48500,
27037,Dakota,2018,soy_planted_acres,49000,
27037,Dakota,2018,soy_yield_buac,51.8,
27037,Dakota,2019,corn_grain_harv_acres,84000,
27037,Dakota,2019,corn_grain_yield_buac,190.8,
27037,Dakota,2019,corn_planted_acres,86700,
27037,Dakota,2019,corn_silage_harv_acres,2350,
27037,Dakota,2019,corn_silage_yield_tonac,25,
27037,Dakota,2020,corn_grain_harv_acres,84400,.8
27037,Dakota,2020,corn_grain_yield_buac,186.2,1.4
27037,Dakota,2020,corn_planted_acres,86000,.4
27037,Dakota,2020,soy_harv_acres,42500,4.9
27037,Dakota,2020,soy_planted_acres,42900,4.9
27037,Dakota,2020,soy_yield_buac,54.3,2.1
27037,Dakota,2021,corn_grain_harv_acres,77100,.8
27037,Dakota,2021,corn_grain_yield_buac,189.2,4
27037,Dakota,2021,corn_planted_acres,81800,.6
27037,Dakota,2021,corn_silage_harv_acres,3620,.9
27037,Dakota,2021,corn_silage_yield_tonac,27,3.7
27037,Dakota,2021,soy_harv_acres,46600,1.5
27037,Dakota,2021,soy_planted_acres,47000,1.3
27037,Dakota,2021,soy_yield_buac,54.8,5.9
27037,Dakota,2021,swheat_harv_acres,670,1.4
27037,Dakota,2021,swheat_planted_acres,700,0
27037,Dakota,2021,swheat_yield_buac,38.4,5.7
27037,Dakota,2022,corn_grain_harv_acres,75500,.7
27037,Dakota,2022,corn_grain_yield_buac,190.7,2.9
27037,Dakota,2022,corn_planted_acres,81700,.5
27037,Dakota,2022,corn_silage_harv_acres,5690,.7
27037,Dakota,2022,corn_silage_yield_tonac,25,1.6
27037,Dakota,2022,soy_harv_acres,47100,1.8
27037,Dakota,2022,soy_planted_acres,47500,1.8
27037,Dakota,2022,soy_yield_buac,55.4,2.3
27037,Dakota,2022,swheat_harv_acres,680,.8
27037,Dakota,2022,swheat_planted_acres,700,.4
27037,Dakota,2022,swheat_yield_buac,38.1,5.2
27037,Dakota,2023,corn_grain_harv_acres,83000,.1
27037,Dakota,2023,corn_grain_yield_buac,183.1,3.2
27037,Dakota,2023,corn_planted_acres,84200,.6
27037,Dakota,2023,corn_silage_harv_acres,990,5.5
27037,Dakota,2023,corn_silage_yield_tonac,26,2.8
27037,Dakota,2023,soy_harv_acres,44900,4.5
27037,Dakota,2023,soy_planted_acres,45300,4.5
27037,Dakota,2023,soy_yield_buac,49.5,3.5
27037,Dakota,2023,swheat_harv_acres,870,.6
27037,Dakota,2023,swheat_planted_acres,900,.1
27037,Dakota,2023,swheat_yield_buac,46.3,9.1
27039,Dodge,2011,corn_grain_harv_acres,121400,
27039,Dodge,2011,corn_grain_yield_buac,183.6,
27039,Dodge,2011,corn_planted_acres,127000,
27039,Dodge,2011,corn_silage_harv_acres,5600,
27039,Dodge,2011,corn_silage_yield_tonac,21,
27039,Dodge,2011,soy_harv_acres,83400,
27039,Dodge,2011,soy_planted_acres,83900,
27039,Dodge,2011,soy_yield_buac,48.3,
27039,Dodge,2012,corn_grain_harv_acres,129000,
27039,Dodge,2012,corn_grain_yield_buac,194.5,
27039,Dodge,2012,corn_planted_acres,134000,
27039,Dodge,2012,corn_silage_harv_acres,3970,
27039,Dodge,2012,corn_silage_yield_tonac,24.5,
27039,Dodge,2012,soy_harv_acres,77400,
27039,Dodge,2012,soy_planted_acres,77900,
27039,Dodge,2012,soy_yield_buac,54.2,
27039,Dodge,2013,corn_grain_harv_acres,86300,
27039,Dodge,2013,corn_grain_yield_buac,164,
27039,Dodge,2013,corn_planted_acres,90500,
27039,Dodge,2013,corn_silage_harv_acres,4000,
27039,Dodge,2013,corn_silage_yield_tonac,19,
27039,Dodge,2013,soy_harv_acres,71700,
27039,Dodge,2013,soy_planted_acres,72300,
27039,Dodge,2013,soy_yield_buac,47,
27039,Dodge,2014,corn_grain_harv_acres,139500,
27039,Dodge,2014,corn_grain_yield_buac,185.3,
27039,Dodge,2014,corn_planted_acres,141000,
27039,Dodge,2014,soy_harv_acres,76000,
27039,Dodge,2014,soy_planted_acres,76400,
27039,Dodge,2014,soy_yield_buac,51.5,
27039,Dodge,2015,corn_grain_harv_acres,115500,
27039,Dodge,2015,corn_grain_yield_buac,204,
27039,Dodge,2015,corn_planted_acres,120000,
27039,Dodge,2015,soy_harv_acres,93100,
27039,Dodge,2015,soy_planted_acres,93800,
27039,Dodge,2015,soy_yield_buac,60.6,
27039,Dodge,2016,corn_grain_harv_acres,123300,
27039,Dodge,2016,corn_grain_yield_buac,203,
27039,Dodge,2016,corn_planted_acres,128000,
27039,Dodge,2016,soy_harv_acres,82100,
27039,Dodge,2016,soy_planted_acres,82700,
27039,Dodge,2016,soy_yield_buac,58.7,
27039,Dodge,2017,corn_grain_harv_acres,107400,
27039,Dodge,2017,corn_grain_yield_buac,215.8,
27039,Dodge,2017,corn_planted_acres,114000,
27039,Dodge,2017,corn_silage_harv_acres,6290,
27039,Dodge,2017,corn_silage_yield_tonac,27,
27039,Dodge,2017,soy_harv_acres,93800,
27039,Dodge,2017,soy_planted_acres,94400,
27039,Dodge,2017,soy_yield_buac,54.9,
27039,Dodge,2018,corn_grain_harv_acres,117700,
27039,Dodge,2018,corn_grain_yield_buac,200.2,
27039,Dodge,2018,corn_planted_acres,121000,
27039,Dodge,2018,soy_harv_acres,87900,
27039,Dodge,2018,soy_planted_acres,88600,
27039,Dodge,2018,soy_yield_buac,57.4,
27039,Dodge,2019,corn_grain_harv_acres,111100,
27039,Dodge,2019,corn_grain_yield_buac,184,
27039,Dodge,2019,corn_planted_acres,116000,
27039,Dodge,2019,corn_silage_harv_acres,4450,
27039,Dodge,2019,corn_silage_yield_tonac,23,
27039,Dodge,2019,soy_harv_acres,87400,
27039,Dodge,2019,soy_planted_acres,88000,
27039,Dodge,2019,soy_yield_buac,48.7,
27039,Dodge,2020,corn_grain_harv_acres,114400,.7
